movie_name,production_year,movie_odid,production_budget,domestic_box_office,international_box_office,rating,creative_type,source,production_method,genre,sequel,running_time,Gross Profit
Charlie Wilson's War,2007,7580100,75000000,66661095,52851676,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,97,"$44,512,771.00"
First Man,2018,284100100,60000000,44936545,59614603,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,141,"$44,551,148.00"
Silent Hill,2006,11810100,50000000,46982632,47721595,R,Contemporary Fiction,Based on Game,Live Action,Horror,0,,"$44,704,227.00"
Beowulf,2007,5580100,150000000,82280579,112800000,PG-13,Fantasy,Based on Fiction Book/Short Story,Digital Animation,Adventure,0,115,"$45,080,579.00"
Quartet,2011,144180100,11000000,18388357,37790578,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,99,"$45,178,935.00"
Surf's Up,2007,8860100,100000000,58867694,86528051,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,85,"$45,395,745.00"
Brick Mansions,2014,203520100,28000000,20396829,53024395,PG-13,Science Fiction,Original Screenplay,Live Action,Action,0,89,"$45,421,224.00"
Street Kings,2008,20570100,20000000,26418667,39039144,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,107,"$45,457,811.00"
The Eye,2008,18120100,12000000,31418697,26159068,PG-13,Fantasy,Remake,Live Action,Thriller/Suspense,0,97,"$45,577,765.00"
The Number 23,2007,16120100,32000000,35193167,42400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,95,"$45,593,167.00"
Black Mass,2015,210460100,53000000,62575678,36262194,R,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,122,"$45,837,872.00"
The Counselor,2013,186790100,25000000,16973715,54035619,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,111,"$46,009,334.00"
Think Like a Man Too,2014,190170100,24000000,65028687,4999246,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy,1,105,"$46,027,933.00"
The Bank Job,2008,18780100,20000000,30060660,36082345,R,Dramatization,Based on Real Life Events,Live Action,Thriller/Suspense,0,110,"$46,143,005.00"
Underworld: Blood Wars,2016,232130100,35000000,30353973,50855249,R,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,1,91,"$46,209,222.00"
John Wick,2014,212530100,30000000,43037835,33197166,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,96,"$46,235,001.00"
Office Christmas Party,2016,264670100,45000000,54767494,36555805,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Comedy,0,105,"$46,323,299.00"
The House Bunny,2008,11410100,25000000,48237389,23153212,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,97,"$46,390,601.00"
Sammy's avonturen: De geheime doorgang,2010,139890100,25000000,0,71594792,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,,"$46,594,792.00"
Selma,2014,145580100,20000000,52076908,14699668,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,123,"$46,776,576.00"
A Million Ways to Die in The West,2014,191960100,40000000,42720965,44057592,R,Historical Fiction,Original Screenplay,Live Action,Comedy,0,115,"$46,778,557.00"
Krampus,2015,214450100,15000000,42725475,19062918,PG-13,Fantasy,Original Screenplay,Live Action,Black Comedy,0,98,"$46,788,393.00"
Tyler Perry's Madea's Witness Protection,2012,175230100,20000000,65653242,1297645,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,114,"$46,950,887.00"
The Lincoln Lawyer,2010,145300100,40000000,58009200,29135886,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,119,"$47,145,086.00"
Hitman: Agent 47,2014,209330100,35000000,22467450,59715353,R,Contemporary Fiction,Based on Game,Live Action,Action,0,96,"$47,182,803.00"
Woman in Gold,2014,220190100,11000000,33307793,25278614,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,107,"$47,586,407.00"
The Book of Life,2014,185160100,50000000,50151543,47500000,PG,Fantasy,Original Screenplay,Digital Animation,Adventure,0,95,"$47,651,543.00"
Second Act,2018,307410100,15700000,39282227,24085620,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,"$47,667,847.00"
The Transporter Refueled,2015,213560100,22000000,16029670,53668825,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,96,"$47,698,495.00"
Fantastic Four,2015,185150100,120000000,56117548,111731639,PG-13,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,100,"$47,849,187.00"
Dragon Wars: D-War,2007,35870100,32000000,10977721,68937640,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,0,90,"$47,915,361.00"
The American,2010,129750100,20000000,35606376,32344347,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,103,"$47,950,723.00"
Snowpiercer,2013,203900100,40000000,4563029,83506851,R,Science Fiction,Based on Comic/Graphic Novel,Live Action,Thriller/Suspense,0,126,"$48,069,880.00"
ParaNorman,2011,161030100,60000000,56003051,52116611,PG,Kids Fiction,Original Screenplay,Stop-Motion Animation,Adventure,0,96,"$48,119,662.00"
Delivery Man,2013,183860100,22000000,30659817,39877053,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,105,"$48,536,870.00"
Haeundae,2009,110530100,16000000,0,64733391,R,,,,,0,,"$48,733,391.00"
Son of God,2013,198790100,22000000,59700064,11249729,PG-13,Dramatization,Based on Religious Text,Live Action,Drama,0,138,"$48,949,793.00"
Watchmen,2009,3740100,138000000,107509799,79466451,R,Super Hero,Based on Comic/Graphic Novel,Live Action,Action,0,161,"$48,976,250.00"
Planet 51,2009,120740100,60000000,42194060,66802053,PG,Science Fiction,Original Screenplay,Digital Animation,Adventure,0,97,"$48,996,113.00"
Tag,2017,289510100,28000000,54730625,22295561,R,Contemporary Fiction,Based on Factual Book/Article,Live Action,Comedy,0,100,"$49,026,186.00"
28 Weeks Later,2007,130270100,15000000,28638916,35593798,R,Science Fiction,Original Screenplay,Live Action,Horror,1,100,"$49,232,714.00"
Collateral Beauty,2015,234550100,36000000,31016021,54293072,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,96,"$49,309,093.00"
J. Edgar,2011,145490100,35000000,37306030,47300000,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,137,"$49,606,030.00"
The Boss,2015,221750100,29000000,63077560,15574647,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99,"$49,652,207.00"
Red Riding Hood,2010,143840100,42000000,37662162,54016280,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Thriller/Suspense,0,120,"$49,678,442.00"
The Three Musketeers,2011,140650100,90000000,20377913,119500000,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,102,"$49,877,913.00"
Den of Thieves,2017,284400100,30000000,44947622,35183769,R,Contemporary Fiction,Original Screenplay,Live Action,Action,0,140,"$50,131,391.00"
The Huntsman: Winter’s War,2015,199940100,115000000,48003015,117146287,PG-13,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Action,1,113,"$50,149,302.00"
Se jie,2007,47450100,15000000,4604982,60562448,NC-17,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,158,"$50,167,430.00"
30 Days of Night,2007,130150100,30000000,39568996,40707160,R,Fantasy,Based on Comic/Graphic Novel,Live Action,Horror,0,113,"$50,276,156.00"
"Big Mommas: Like Father, Like Son",2010,140350100,32000000,37915414,44417036,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,107,"$50,332,450.00"
Nerve,2016,254270100,20000000,38583626,32068658,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,96,"$50,652,284.00"
The Grudge 2,2006,14360100,20000000,39143839,31600000,PG-13,Contemporary Fiction,Remake,Live Action,Horror,1,,"$50,743,839.00"
The Last Witch Hunter,2015,212330100,80000000,27367660,103451252,PG-13,Fantasy,Original Screenplay,Live Action,Action,0,98,"$50,818,912.00"
What to Expect When You're Expecting,2012,161730100,37500000,41152203,47320813,PG-13,Contemporary Fiction,Based on Factual Book/Article,Live Action,Romantic Comedy,0,109,"$50,973,016.00"
Body of Lies,2008,14240100,67500000,39394666,79161864,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,128,"$51,056,530.00"
Brooklyn,2014,220510100,11000000,38322743,23753398,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,113,"$51,076,141.00"
Season of the Witch,2010,111290100,40000000,24827228,66299372,PG-13,Fantasy,Original Screenplay,Live Action,Thriller/Suspense,0,98,"$51,126,600.00"
Get Him to the Greek,2010,111870100,40000000,61153526,30302349,R,Contemporary Fiction,Spin-Off,Live Action,Comedy,0,108,"$51,455,875.00"
"Everything, Everything",2017,274870100,10000000,34121140,27481996,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,96,"$51,603,136.00"
Abduction,2010,140790100,35000000,28087155,58561204,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,106,"$51,648,359.00"
The Boxtrolls,2014,161050100,60000000,50837305,61108946,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,96,"$51,946,251.00"
Letters to Juliet,2010,111850100,30000000,53032453,29116085,PG,Contemporary Fiction,Based on Factual Book/Article,Live Action,Drama,0,105,"$52,148,538.00"
There Will Be Blood,2007,13890100,25000000,40222514,36986197,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,158,"$52,208,711.00"
When a Stranger Calls,2006,11590100,15000000,47860214,19355221,PG-13,Contemporary Fiction,Remake,Live Action,Horror,0,,"$52,215,435.00"
"I Love You, Man",2009,6840100,40000000,72013010,20289492,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,105,"$52,302,502.00"
Carrie,2013,175640100,30000000,35266619,47142901,R,Fantasy,Remake,Live Action,Horror,0,99,"$52,409,520.00"
How to Be a Latin Lover,2016,263280100,10000000,32149404,30406824,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,115,"$52,556,228.00"
The Lego Ninjago Movie,2016,208330100,70000000,59281555,63455646,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,0,101,"$52,737,201.00"
Max Payne,2008,13720100,35000000,40689393,47085657,PG-13,Contemporary Fiction,Based on Game,Live Action,Action,0,103,"$52,775,050.00"
To Rome with Love,2012,171260100,21500000,16684352,57641663,R,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,112,"$52,826,015.00"
Moonrise Kingdom,2011,150870100,16000000,45512466,23335980,PG-13,Historical Fiction,Original Screenplay,Live Action,Drama,0,94,"$52,848,446.00"
Tyler Perry’s Boo! A Madea Halloween,2016,254570100,20000000,73206343,0,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,0,103,"$53,206,343.00"
Madea's Family Reunion,2006,8220100," $10,000,000.00 "," $63,257,940.00 ",62581,PG-13,Contemporary Fiction,Based on Play,Live Action,Comedy,1,,"$53,320,521.00"
Devil,2010,138980100,10000000,33679655,29674459,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,80,"$53,354,114.00"
The Hills Have Eyes,2006,13350100,17000000,41778863,28576950,R,Contemporary Fiction,Remake,Live Action,Horror,0,,"$53,355,813.00"
The Dark Tower,2017,150620100,60000000,50701325,62760202,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Western,1,95,"$53,461,527.00"
Spy Kids: All the Time in the World,2011,143870100,27000000,38536376,42144807,PG,Kids Fiction,Original Screenplay,Live Action,Adventure,1,89,"$53,681,183.00"
Obsessed,2009,7340100,20000000,68261644,5703069,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,108,"$53,964,713.00"
Underworld 3: Rise of the Lycans,2009,12140100,35000000,45802315,43300000,R,Fantasy,Original Screenplay,Live Action,Action,1,93,"$54,102,315.00"
The Kite Runner,2007,29470100,20000000,15800078,58380667,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,125,"$54,180,745.00"
Sicario,2015,223840100,30000000,46889293,37504456,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,121,"$54,393,749.00"
Meet the Spartans,2008,14650100,30000000,38233676,46413155,PG-13,Historical Fiction,Original Screenplay,Live Action,Comedy,0,84,"$54,646,831.00"
Going in Style,2016,235180100,24000000,45018541,33654038,PG-13,Contemporary Fiction,Remake,Live Action,Comedy,0,96,"$54,672,579.00"
The Ides of March,2011,158400100,23000000,40962534,36773391,R,Contemporary Fiction,Based on Play,Live Action,Drama,0,101,"$54,735,925.00"
Letters from Iwo Jima,2006,31930100,13000000,13756082,54111916,R,Historical Fiction,Based on Real Life Events,Live Action,Drama,0,101,"$54,867,998.00"
The LEGO Movie 2: The Second Part,2018,229310100,99000000,92976395,61100000,PG,Kids Fiction,Based on Toy,Digital Animation,Adventure,1,107,"$55,076,395.00"
Race to Witch Mountain,2009,7470100,50000000,67172595,37931189,PG,Science Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,98,"$55,103,784.00"
This is 40,2011,160750100,35000000,67544505,22676677,R,Contemporary Fiction,Spin-Off,Live Action,Comedy,0,134,"$55,221,182.00"
Diary of a Wimpy Kid: Dog Days,2012,165990100,22000000,49008662,28221033,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,94,"$55,229,695.00"
Hereafter,2010,143890100,50000000,32746941,72500000,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,129,"$55,246,941.00"
Pain & Gain,2012,148310100,26000000,49875291,31400000,R,Contemporary Fiction,Based on Real Life Events,Live Action,Action,0,129,"$55,275,291.00"
Free Birds,2013,149460100,55000000,55750480,54636592,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91,"$55,387,072.00"
White House Down,2013,176180100,150000000,73103784,132336603,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,131,"$55,440,387.00"
"Love, Simon",2017,305710100,10000000,40826341,24694292,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,"$55,520,633.00"
Diary of a Wimpy Kid: Rodrick Rules,2010,149800100,18000000,52698535,20996659,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,99,"$55,695,194.00"
The Best Man Holiday,2013,184400100,17000000,70525195,2310515,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,122,"$55,835,710.00"
Scream 4,2010,140980100,40000000,38180928,57808662,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,110,"$55,989,590.00"
Chappie,2014,196480100,49000000,31569268,73432788,R,Science Fiction,Original Screenplay,Animation/Live Action,Action,0,120,"$56,002,056.00"
The Grey,2011,145050100,25000000,51580136,29669040,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,117,"$56,249,176.00"
Riddick,2011,148410100,38000000,42025135,52738623,R,Science Fiction,Original Screenplay,Live Action,Action,1,119,"$56,763,758.00"
The Call,2013,185760100,12800000,51872378,17949098,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,96,"$57,021,476.00"
The Book Thief,2013,186070100,19000000,21488481,54598230,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,127,"$57,086,711.00"
The Wedding Ringer,2014,203290100,23000000,64460211,15711385,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,101,"$57,171,596.00"
RED 2,2013,169330100,84000000,53262560,88244795,PG-13,Contemporary Fiction,Based on Comic/Graphic Novel,Live Action,Action,1,116,"$57,507,355.00"
Tian jiang xiong shi,2015,224750100,65000000,74070,122445804,R,Historical Fiction,Original Screenplay,Live Action,Action,0,126,"$57,519,874.00"
Ghost in the Shell,2016,222050100,110000000,40563557,127347133,PG-13,Science Fiction,Based on Comic/Graphic Novel,Live Action,Action,0,100,"$57,910,690.00"
Rings,2016,222940100,25000000,27793018,55124265,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,102,"$57,917,283.00"
Deliver Us from Evil,2014,191600100,30000000,30577122,57379496,R,Fantasy,Based on Factual Book/Article,Live Action,Horror,0,118,"$57,956,618.00"
The Sorcerer's Apprentice,2010,105370100,160000000,63150991,154835329,PG,Fantasy,Based on Short Film,Animation/Live Action,Adventure,0,108,"$57,986,320.00"
The Boy,2015,225840100,10000000,35819556,32401396,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,97,"$58,220,952.00"
Skyline,2010,138990100,10000000,21416355,46848618,PG-13,Science Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,94,"$58,264,973.00"
Goosebumps 2: Haunted Halloween,2018,280190100,35000000,46697321,46594157,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Horror,1,90,"$58,291,478.00"
One Direction: This is Us,2013,176980100,10000000,28873374,39668412,PG,Factual,Based on Real Life Events,Live Action,Concert/Performance,0,92,"$58,541,786.00"
Scary Movie V,2011,163190100,20000000,32015787,46598194,PG-13,Fantasy,Original Screenplay,Live Action,Comedy,1,86,"$58,613,981.00"
Precious (Based on the Novel Push by Sapphire),2009,112640100,10000000,47566524,21156324,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,119,"$58,722,848.00"
Saw VI,2009,109520100,11000000,27693292,42059110,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,92,"$58,752,402.00"
Orphan,2009,13480100,20000000,41596251,37173177,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,123,"$58,769,428.00"
Changeling,2008,15870100,55000000,35739802,78065778,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,142,"$58,805,580.00"
Dolphin Tale,2011,140110100,37000000,72286779,23781945,PG,Dramatization,Based on Real Life Events,Live Action,Drama,0,112,"$59,068,724.00"
I Feel Pretty,2017,297080100,32000000,48795601,42758196,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,110,"$59,553,797.00"
United 93,2006,18030100,18000000,31567134,46067901,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,111,"$59,635,035.00"
The BFG,2016,209470100,140000000,55483770,144162910,PG,Kids Fiction,Based on Fiction Book/Short Story,Animation/Live Action,Adventure,0,115,"$59,646,680.00"
Piranha 3D,2010,119680100,24000000,25003155,58657005,R,Science Fiction,Remake,Live Action,Horror,0,88,"$59,660,160.00"
Old Dogs,2009,122820100,35000000,49492060,45612244,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,88,"$60,104,304.00"
Hereditary,2017,309470100,10000000,44069456,26064449,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,126,"$60,133,905.00"
The Rite,2010,142490100,37000000,33047633,64096354,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Horror,0,114,"$60,143,987.00"
Rush,2013,179610100,38000000,26947624,71283215,R,Dramatization,Based on Real Life Events,Live Action,Drama,0,123,"$60,230,839.00"
Tinker Tailor Soldier Spy,2011,145750100,21000000,24149393,57303418,R,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,128,"$60,452,811.00"
Poltergeist,2014,129290100,35000000,47425125,48287944,PG-13,Fantasy,Remake,Live Action,Horror,0,93,"$60,713,069.00"
Miracles from Heaven,2015,231670100,13000000,61705123,12093613,PG,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,109,"$60,798,736.00"
TMNT,2007,9870100,35000000,54149098,41946920,PG,Science Fiction,Based on Comic/Graphic Novel,Digital Animation,Action,0,86,"$61,096,018.00"
Paul,2010,139030100,40000000,37412945,63749161,R,Science Fiction,Original Screenplay,Live Action,Comedy,0,105,"$61,162,106.00"
Moneyball,2010,145230100,50000000,75605492,35695343,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,133,"$61,300,835.00"
Drag Me To Hell,2009,13190100,30000000,42100625,49287862,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Horror,0,99,"$61,388,487.00"
Vampires Suck,2010,139770100,20000000,36661504,44763484,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,82,"$61,424,988.00"
Premonition,2007,11600100,20000000,47852604,33608739,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,97,"$61,461,343.00"
Charlotte's Web,2006,5470100,82500000,82985708,61000000,G,Fantasy,Based on Fiction Book/Short Story,Live Action,Drama,0,97,"$61,485,708.00"
Stomp the Yard,2007,8410100,14000000,61356221,14169497,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,116,"$61,525,718.00"
Diary of a Wimpy Kid,2010,128940100,15000000,64003625,12950686,PG,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,0,92,"$61,954,311.00"
The Commuter,2016,247210100,40000000,36343858,65641573,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,0,105,"$61,985,431.00"
Sultan,2016,262920100,11000000,5599781,67390000,Not Rated,Contemporary Fiction,Original Screenplay,Live Action,Action,0,170,"$61,989,781.00"
The Divergent Series: Allegiant,2015,201670100,110000000,66184051,105838466,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,120,"$62,022,517.00"
The Unborn,2009,13010100,16000000,42670410,35538402,PG-13,Fantasy,Original Screenplay,Live Action,Horror,0,87,"$62,208,812.00"
Fame,2009,107400100,18000000,22455510,57772109,PG,Contemporary Fiction,Remake,Live Action,Musical,0,107,"$62,227,619.00"
Halloween,2007,8990100,15000000,58269151,19245250,R,Fantasy,Original Screenplay,Live Action,Horror,1,109,"$62,514,401.00"
Nanny McPhee and the Big Bang,2010,104430100,35000000,29197642,68602223,PG,Kids Fiction,Based on Fiction Book/Short Story,Live Action,Adventure,1,109,"$62,799,865.00"
How to be Single,2015,204350100,37000000,46843513,53160267,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Romantic Comedy,0,110,"$63,003,780.00"
The Time Traveler's Wife,2009,8460100,39000000,63414846,38917289,PG-13,Science Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,107,"$63,332,135.00"
The Water Horse: Legend of the Deep,2007,13820100,40000000,40412817,63016938,PG,Fantasy,Based on Folk Tale/Legend/Fairytale,Live Action,Drama,0,105,"$63,429,755.00"
Step Brothers,2008,4290100,65000000,100468793,28000000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,95,"$63,468,793.00"
No Reservations,2007,12850100,28000000,43107979,48835977,PG,Contemporary Fiction,Remake,Live Action,Romantic Comedy,0,101,"$63,943,956.00"
Southpaw,2015,222920100,30000000,52421953,41734503,R,Contemporary Fiction,Original Screenplay,Live Action,Drama,0,124,"$64,156,456.00"
The Prestige,2006,10120100,40000000,53089891,51317475,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Thriller/Suspense,0,130,"$64,407,366.00"
Invictus,2009,116120100,60000000,37491364,87022647,PG-13,Dramatization,Based on Factual Book/Article,Live Action,Drama,0,135,"$64,514,011.00"
Tooth Fairy,2010,115710100,48000000,60022256,52588130,PG,Fantasy,Original Screenplay,Live Action,Adventure,0,101,"$64,610,386.00"
Rambo,2008,12970100,47500000,42754105,69460426,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,1,91,"$64,714,531.00"
Arthur Christmas,2011,129170100,85000000,46462469,103254655,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,100,"$64,717,124.00"
Nim's Island,2008,11500100,37000000,48006762,53850663,PG,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,96,"$64,857,425.00"
Date Movie,2006,11350100,20000000,48548426,36597739,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,,"$65,146,165.00"
Tower Heist,2011,149490100,85000000,78046570,72376376,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,104,"$65,422,946.00"
Hot Fuzz,2007,22440100,16000000,23618786,58123832,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,121,"$65,742,618.00"
Horrible Bosses 2,2014,198210100,40000000,54445357,51500000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,1,108,"$65,945,357.00"
Coraline,2009,6410100,60000000,75286229,50750828,PG,Kids Fiction,Based on Fiction Book/Short Story,Stop-Motion Animation,Adventure,0,100,"$66,037,057.00"
Safe Haven,2011,162070100,28000000,71399120,22651831,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,115,"$66,050,951.00"
Monster House,2006,6580100,75000000,73661010,67606360,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,91,"$66,267,370.00"
Drive,2011,143000100,15000000,35060689,46297241,R,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Action,0,100,"$66,357,930.00"
Money Monster,2016,227640100,27000000,41012075,52454020,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,98,"$66,466,095.00"
42,2012,175670100,31000000,95020213,2450488,PG-13,Dramatization,Based on Real Life Events,Live Action,Drama,0,88,"$66,470,701.00"
Instant Family,2018,313950100,48000000,67363237,47127851,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,119,"$66,491,088.00"
Role Models,2008,7420100,28000000,67300955,27199871,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99,"$66,500,826.00"
Get Hard,2015,204300100,40000000,90411453,16100000,R,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,99,"$66,511,453.00"
Made of Honor,2008,12080100,40000000,46012734,60536004,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,101,"$66,548,738.00"
Epic Movie,2007,14120100,20000000,39739367,47119211,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,86,"$66,858,578.00"
Ballerina,2016,278880100,30000000,21858070,75048370,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,89,"$66,906,440.00"
Stardust,2007,14500100,70000000,38634938,98387307,PG-13,Fantasy,Based on Fiction Book/Short Story,Live Action,Adventure,0,128,"$67,022,245.00"
Transporter 3,2008,17930100,40000000,31715062,75520530,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Action,1,103,"$67,235,592.00"
The A-Team,2010,107710100,110000000,77222099,100019072,PG-13,Contemporary Fiction,Based on TV,Live Action,Action,0,118,"$67,241,171.00"
The Illusionist,2006,14070100,16500000,39868642,43923420,PG-13,Historical Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,110,"$67,292,062.00"
Nacho Libre,2006,5860100,32000000,80197993,19098469,PG,Contemporary Fiction,Original Screenplay,Live Action,Comedy,0,90,"$67,296,462.00"
If I Stay,2014,146900100,11000000,50474843,27881327,PG-13,Contemporary Fiction,Based on Fiction Book/Short Story,Live Action,Drama,0,106,"$67,356,170.00"
Prisoners,2013,182970100,46000000,61002302,52400000,R,Contemporary Fiction,Original Screenplay,Live Action,Thriller/Suspense,0,153,"$67,402,302.00"
Wall Street 2: Money Never Sleeps,2010,124670100,70000000,52474616,84957003,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Drama,1,127,"$67,431,619.00"
Barnyard: The Original Party Animals,2006,6650100,51000000,72779000,45804844,PG,Kids Fiction,Original Screenplay,Digital Animation,Adventure,0,90,"$67,583,844.00"
Life as We Know It,2010,111080100,38000000,53374681,52513156,PG-13,Contemporary Fiction,Original Screenplay,Live Action,Romantic Comedy,0,113,"$67,887,837.00"
Paranormal Activity: The Ghost Dimension,2013,183320100,10000000,18297124,59662250,R,Contemporary Fiction,Original Screenplay,Live Action,Horror,1,88,"$67,959,374.00"
